school_name,city,state,zip_code,latitude,longitude,endowment_begin,endowment_end,endowment_diff
Salish Kootenai College,Pablo,MT,59855,47.598592,-114.111635,19885216,16431200,-3454016
The University of Montana-Western,Dillon,MT,59725-3598,45.208306,-112.639264,7622623,10610167,2987544
Bellevue University,Bellevue,NE,68005-3098,41.150225,-95.91764,106021442,96628759,-9392683
Clarkson College,Omaha,NE,68131-2739,41.259165,-95.974847,5480105,5762459,282354
Bryan College of Health Sciences,Lincoln,NE,68506,40.796768,-96.651532,7424023,8777439,1353416
Central Community College,Grand Island,NE,68802-4903,40.889582,-98.372549,11444827,18766532,7321705
Chadron State College,Chadron,NE,69337-2690,42.8199,-103.001615,27523861,25122433,-2401428
Concordia University-Nebraska,Seward,NE,68434-1556,40.914853,-97.089054,67964547,63865774,-4098773
Creighton University,Omaha,NE,68178,41.265361,-95.947811,731987000,690797000,-41190000
Doane University,Crete,NE,68333,40.622952,-96.950932,139945469,124287044,-15658425
Hastings College,Hastings,NE,68901,40.59025,-98.374403,113074932,101507490,-11567442
University of Nebraska at Kearney,Kearney,NE,68849-1212,40.701452,-99.098699,76760458,68152926,-8607532
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,41.265973,-96.048511,12862838,13978774,1115936
Metropolitan Community College Area,Omaha,NE,68111-1610,41.310451,-95.957829,6085145,5888616,-196529
Midland University,Fremont,NE,68025,41.43674,-96.488008,26665938,24810728,-1855210
University of Nebraska at Omaha,Omaha,NE,68182-0225,41.258769,-96.008516,118626971,105767803,-12859168
Nebraska Indian Community College,Macy,NE,68039-0428,42.11677,-96.35176,1815382,1616957,-198425
University of Nebraska Medical Center,Omaha,NE,68198-7815,41.256312,-95.973966,425543011,379110376,-46432635
Nebraska Wesleyan University,Lincoln,NE,68504-2794,40.839098,-96.64831,76990000,72527000,-4463000
University of Nebraska-Lincoln,Lincoln,NE,68588-0419,40.817598,-96.700508,1358276089,1196483117,-161792972
Northeast Community College,Norfolk,NE,68702-0469,42.048647,-97.396578,10197317,9863554,-333763
Peru State College,Peru,NE,68421-0010,40.474689,-95.732731,19953641,22060201,2106560
College of Saint Mary,Omaha,NE,68106,41.240028,-96.021425,28134042,25358520,-2775522
Southeast Community College Area,Lincoln,NE,68510-2449,40.81079,-96.62818,36959277,34826557,-2132720
Union College,Lincoln,NE,68506,40.774778,-96.651095,31768634,29755906,-2012728
Nebraska College of Technical Agriculture,Curtis,NE,69025-9552,40.635454,-100.510409,264182,214343,-49839
Wayne State College,Wayne,NE,68787,42.241556,-97.015122,31388104,27892348,-3495756
Western Nebraska Community College,Scottsbluff,NE,69361-1899,41.875705,-103.64249,6142887,5882229,-260658
York University,York,NE,68467-2699,40.869526,-97.579352,21464875,21348924,-115951
College of Southern Nevada,Las Vegas,NV,89146-1164,36.158114,-115.233099,7318000,6948000,-370000
University of Nevada-Las Vegas,Las Vegas,NV,89154,36.106047,-115.138462,387555000,363494000,-24061000
University of Nevada-Reno,Reno,NV,89557,39.543642,-119.815377,468733685,458077297,-10656388
Great Basin College,Elko,NV,89801,40.84343,-115.767274,899000,854000,-45000
Truckee Meadows Community College,Reno,NV,89512-3999,39.571402,-119.796975,13640000,13191000,-449000
Western Nevada College,Carson City,NV,89703-7399,39.186158,-119.79036,324000,309000,-15000
Colby-Sawyer College,New London,NH,03257-7835,43.411663,-71.975805,62446048,55606879,-6839169
Dartmouth College,Hanover,NH,03755-3529,43.704115,-72.289949,8484189450,8065742786,-418446664
Franklin Pierce University,Rindge,NH,03461-0060,42.78014,-72.058011,22547105,21224074,-1323031
New England College,Henniker,NH,03242,43.176403,-71.822282,32372160,29784827,-2587333
Southern New Hampshire University,Manchester,NH,03106-1045,43.038922,-71.451842,57110079,54413950,-2696129
University of New Hampshire-Main Campus,Durham,NH,03824-3547,43.135934,-70.932465,500217714,442271919,-57945795
Keene State College,Keene,NH,03435-1506,42.926452,-72.279276,54603712,51584518,-3019194
University of New Hampshire at Manchester,Manchester,NH,03101-1113,42.987209,-71.468755,2237140,1995728,-241412
Plymouth State University,Plymouth,NH,03264-1595,43.759573,-71.690164,37709434,35602208,-2107226
NHTI-Concord's Community College,Concord,NH,03301-7412,43.223621,-71.531979,1557534,1246484,-311050
White Mountains Community College,Berlin,NH,03570,44.503494,-71.158535,69374,54370,-15004
River Valley Community College,Claremont,NH,03743-9707,43.399046,-72.333114,474554,370201,-104353
Lakes Region Community College,Laconia,NH,03246,43.507568,-71.462602,303621,237002,-66619
Manchester Community College,Manchester,NH,03102-8518,43.019823,-71.483534,256191,228667,-27524
Great Bay Community College,Portsmouth,NH,03801-2879,43.072093,-70.798969,649271,526841,-122430
Rivier University,Nashua,NH,03060,42.738676,-71.45626,46188018,39862999,-6325019
Saint Anselm College,Manchester,NH,03102-1310,42.986889,-71.503622,219981962,192714136,-27267826
Granite State College,Concord,NH,03301-3471,43.19291,-71.527241,10545029,10083455,-461574
Thomas More College of Liberal Arts,Merrimack,NH,03054,42.80683,-71.48437,2248559,3248174,999615
Assumption College for Sisters,Denville,NJ,07834,40.905857,-74.490693,1418663,1278809,-139854
Atlantic Cape Community College,Mays Landing,NJ,08330-2699,39.462081,-74.680019,4324418,4281275,-43143
Beth Medrash Govoha,Lakewood,NJ,08701-2754,40.095672,-74.221328,14863777,13167967,-1695810
Bloomfield College,Bloomfield,NJ,07003,40.795105,-74.194309,17019652,14833362,-2186290
Brookdale Community College,Lincroft,NJ,07738-1597,40.324906,-74.132746,2470986,2729239,258253
Rowan College at Burlington County,Mount Laurel,NJ,08054-1599,39.972205,-74.894464,1753153,1745663,-7490
Caldwell University,Caldwell,NJ,07006-6195,40.832753,-74.272571,10750000,10143000,-607000
Camden County College,Blackwood,NJ,08012,39.784874,-75.038381,1131355,1263204,131849
Centenary University,Hackettstown,NJ,07840,40.84764,-74.833644,16336960,14414284,-1922676
County College of Morris,Randolph,NJ,07869-2086,40.859141,-74.579873,4723388,5014709,291321
Rowan College of South Jersey-Cumberland Campus,Vineland,NJ,08362-1500,39.440537,-75.057829,3998492,4023492,25000
Drew University,Madison,NJ,07940,40.761829,-74.424584,141394000,130757000,-10637000
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,07666,40.897209,-74.028986,56162500,46180000,-9982500
Felician University,Lodi,NJ,07644,40.867272,-74.096452,7184629,6832279,-352350
Fairleigh Dickinson University-Florham Campus,Madison,NJ,07940,40.774498,-74.432121,56162500,46180000,-9982500
Georgian Court University,Lakewood,NJ,08701-2697,40.099617,-74.228186,57308699,48190179,-9118520
Rowan University,Glassboro,NJ,08028,39.709108,-75.119119,342466607,353756210,11289603
Rowan College of South Jersey-Gloucester Campus,Sewell,NJ,08080,39.781339,-75.121269,2708293,2718293,10000
New Jersey City University,Jersey City,NJ,07305,40.709937,-74.08727,16873422,15314302,-1559120
Kean University,Union,NJ,07083,40.677981,-74.233503,74803771,66447526,-8356245
Mercer County Community College,West Windsor,NJ,08550-3407,40.254398,-74.650719,15378554,13184064,-2194490
Middlesex College,Edison,NJ,08837,40.504728,-74.366544,12436368,10743959,-1692409
Monmouth University,West Long Branch,NJ,07764-1898,40.280066,-74.006447,137970000,129424000,-8546000
Montclair State University,Montclair,NJ,07043-1624,40.860414,-74.198141,51930000,53810000,1880000
New Brunswick Theological Seminary,New Brunswick,NJ,08901-1107,40.501314,-74.449368,13038927,11877071,-1161856
New Jersey Institute of Technology,Newark,NJ,07102,40.741997,-74.177113,169763000,148437000,-21326000
Ocean County College,Toms River,NJ,08754-2001,40.007809,-74.16549,7460194,7999473,539279
Passaic County Community College,Paterson,NJ,07505-1179,40.918449,-74.168778,78694,78594,-100
Princeton Theological Seminary,Princeton,NJ,08542-0803,40.345849,-74.66645,1486665843,1434997438,-51668405
Princeton University,Princeton,NJ,08544-0070,40.348732,-74.659365,37026442000,35126217000,-1900225000
Rider University,Lawrenceville,NJ,08648-3099,40.278796,-74.737833,82074000,72801000,-9273000
Rutgers University-Camden,Camden,NJ,08102,39.948064,-75.12224,71679000,73199000,1520000
Rutgers University-New Brunswick,New Brunswick,NJ,08901-1281,40.498769,-74.446251,1534726000,1486301000,-48425000
Rutgers University-Newark,Newark,NJ,07102,40.739122,-74.175809,220623000,221621000,998000
Saint Peter's University,Jersey City,NJ,07306-5997,40.727105,-74.071541,40941198,35849523,-5091675
Salem Community College,Carneys Point,NJ,08069-2799,39.698756,-75.47013,3263165,2863760,-399405
Seton Hall University,South Orange,NJ,07079-2697,40.742336,-74.246027,336330000,317919000,-18411000
Saint Elizabeth University,Morristown,NJ,07960,40.78182,-74.438221,23307336,23829795,522459
Raritan Valley Community College,Branchburg,NJ,08876,40.609681,-74.688127,1134564,1138316,3752
Stevens Institute of Technology,Hoboken,NJ,07030-5991,40.744776,-74.025334,272887000,269274000,-3613000
Stockton University,Galloway,NJ,08205-9441,39.492036,-74.531087,45124910,40438008,-4686902
Thomas Edison State University,Trenton,NJ,08608,40.220487,-74.768562,10684074,13097435,2413361
The College of New Jersey,Ewing,NJ,08628-7718,40.268651,-74.778791,65411000,58018000,-7393000
Union County College,Cranford,NJ,07016-1528,40.668595,-74.319138,25942997,21837093,-4105904
William Paterson University of New Jersey,Wayne,NJ,07470,40.945255,-74.200248,28364950,30234732,1869782
Central New Mexico Community College,Albuquerque,NM,87106,35.071878,-106.628861,11428011,11201204,-226807
Navajo Technical University,Crownpoint,NM,87313-0849,35.687431,-108.149392,8073501,8073502,1
Clovis Community College,Clovis,NM,88101-8381,34.402483,-103.165886,300108,300735,627
Eastern New Mexico University-Main Campus,Portales,NM,88130,34.175592,-103.34819,43994569,37894944,-6099625
Eastern New Mexico University-Roswell Campus,Roswell,NM,88202-6000,33.313167,-104.525718,744252,744116,-136
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,87508-1300,35.586563,-106.010015,17016277,18177418,1161141
New Mexico Highlands University,Las Vegas,NM,87701,35.596233,-105.219197,10569240,9292702,-1276538
New Mexico Junior College,Hobbs,NM,88240,32.757808,-103.182896,10421487,10911259,489772
New Mexico Military Institute,Roswell,NM,88201-5173,33.409617,-104.524448,505242975,496931808,-8311167
New Mexico Institute of Mining and Technology,Socorro,NM,87801,34.067041,-106.905211,84623996,75410887,-9213109
University of New Mexico-Main Campus,Albuquerque,NM,87106,35.083868,-106.620155,589077957,620362978,31285021
New Mexico State University-Main Campus,Las Cruces,NM,88003-8001,32.281568,-106.752069,51851418,44885427,-6965991
San Juan College,Farmington,NM,87402-4699,36.770446,-108.169468,20127428,16832979,-3294449
Santa Fe Community College,Santa Fe,NM,87508-4887,35.605871,-105.998054,9656129,8789412,-866717
University of the Southwest,Hobbs,NM,88240,32.775496,-103.186948,13596788,12836273,-760515
Southwestern College,Santa Fe,NM,87507,35.636241,-106.052585,1424440,1207023,-217417
Mesalands Community College,Tucumcari,NM,88401-3352,35.170332,-103.736303,1298981,943052,-355929
Western New Mexico University,Silver City,NM,88061,32.7767,-108.283284,16316475,14607168,-1709307
Vaughn College of Aeronautics and Technology,Flushing,NY,11369,40.768348,-73.881721,6895728,6071650,-824078
Adelphi University,Garden City,NY,11530-0701,40.721439,-73.653321,235144798,212345742,-22799056
SUNY Adirondack,Queensbury,NY,12804,43.351839,-73.654813,1058300,1723421,665121
Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,42.650371,-73.779063,74115354,63658295,-10457059
Albany Law School,Albany,NY,12208,42.651818,-73.777495,83430900,70750792,-12680108
Albany Medical College,Albany,NY,12208-3479,42.65382,-73.777289,124547000,133150000,8603000
Alfred University,Alfred,NY,14802-1205,42.254476,-77.788106,181447319,162029568,-19417751
American Academy of Dramatic Arts-New York,New York,NY,10016,40.745545,-73.984843,9220801,10044273,823472
Arnot Ogden Medical Center,Elmira,NY,14905-1676,42.101171,-76.828062,31652083,41395211,9743128
Bank Street College of Education,New York,NY,10025,40.805604,-73.966643,35029678,29909958,-5119720
Bard College,Annandale-On-Hudson,NY,12504-5000,42.020386,-73.909927,162390807,141748775,-20642032
Barnard College,New York,NY,10027-6598,40.810098,-73.963346,460489000,447544000,-12945000
Phillips School of Nursing at Mount Sinai Beth Israel,New York,NY,10035-6354,40.804778,-73.936639,1071863,1013500,-58363
Boricua College,New York,NY,10032-1560,40.833434,-73.9458,663433,681731,18298
Brooklyn Law School,Brooklyn,NY,11201,40.691836,-73.989623,273834413,242959229,-30875184
SUNY Broome Community College,Binghamton,NY,13901-1001,42.135872,-75.908065,37400805,33572257,-3828548
Canisius College,Buffalo,NY,14208-1098,42.925206,-78.852577,159983803,155680773,-4303030
Cayuga County Community College,Auburn,NY,13021-3099,42.943726,-76.542867,10156805,8868208,-1288597
Cazenovia College,Cazenovia,NY,13035,42.932489,-75.854882,4150188,3841688,-308500
Clarkson University,Potsdam,NY,13699,44.662716,-74.999359,240740822,216602679,-24138143
Colgate Rochester Crozer Divinity School,Rochester,NY,14607,43.159775,-77.584292,23059731,17513892,-5545839
Colgate University,Hamilton,NY,13346-1398,42.819475,-75.536346,1263024321,1197104721,-65919600
Metropolitan College of New York,New York,NY,10006-1742,40.708706,-74.014702,874581,874933,352
Columbia University in the City of New York,New York,NY,10027,40.808286,-73.961885,14349970000,13279846000,-1070124000
Columbia-Greene Community College,Hudson,NY,12534,42.217613,-73.818113,4149874,4873116,723242
The Cooper Union for the Advancement of Science and Art,New York,NY,10003-7120,40.728148,-73.991609,919981744,911434083,-8547661
Cornell University,Ithaca,NY,14853,42.4472,-76.483084,9485887743,9346229362,-139658381
SUNY Corning Community College,Corning,NY,14830,42.116736,-77.072138,551043,510475,-40568
Culinary Institute of America,Hyde Park,NY,12538-1499,41.745806,-73.933231,162266753,151051280,-11215473
CUNY Bernard M Baruch College,New York,NY,10010,40.740238,-73.983417,278099771,252514307,-25585464
CUNY Borough of Manhattan Community College,New York,NY,10007,40.71879,-74.011826,9238182,19993924,10755742
CUNY Bronx Community College,Bronx,NY,10453,40.858112,-73.912043,1091173,1018411,-72762
CUNY Brooklyn College,Brooklyn,NY,11210,40.631517,-73.949898,123280842,109400621,-13880221
College of Staten Island CUNY,Staten Island,NY,10314,40.601831,-74.14849,21290367,18974083,-2316284
CUNY City College,New York,NY,10031,40.819846,-73.948542,409835923,309393983,-100441940
CUNY Graduate School and University Center,New York,NY,10016,40.748612,-73.983822,108322717,95973665,-12349052
CUNY Hostos Community College,Bronx,NY,10451,40.81812,-73.926759,1574981,13209590,11634609
CUNY Hunter College,New York,NY,10065,40.768669,-73.964795,156768687,139680530,-17088157
CUNY John Jay College of Criminal Justice,New York,NY,10019,40.770351,-73.98841,17472687,14332813,-3139874
CUNY Kingsborough Community College,Brooklyn,NY,11235,40.577222,-73.935812,2435786,2344327,-91459
CUNY LaGuardia Community College,Long Island City,NY,11101,40.7445,-73.935057,9902080,8124623,-1777457
CUNY Lehman College,Bronx,NY,10468,40.872962,-73.895379,38217591,34997007,-3220584
CUNY Medgar Evers College,Brooklyn,NY,11225,40.666256,-73.957076,647296,613245,-34051
CUNY New York City College of Technology,Brooklyn,NY,11201,40.695483,-73.987856,19774523,17413381,-2361142
CUNY Queens College,Queens,NY,11367,40.736416,-73.820053,89974475,60433805,-29540670
CUNY Queensborough Community College,Bayside,NY,11364-1497,40.755481,-73.756656,18218019,16136299,-2081720
CUNY School of Law,Long Island City,NY,11101,40.747797,-73.943621,3941335,5119065,1177730
CUNY York College,Jamaica,NY,11451,40.701576,-73.796313,2497898,2294493,-203405
D'Youville  University,Buffalo,NY,14201-1084,42.902636,-78.890868,59541581,53105072,-6436509
Daemen University,Amherst,NY,14226-3592,42.965605,-78.788111,26957446,24922756,-2034690
Dominican University New York,Orangeburg,NY,10962-1210,41.047419,-73.950555,9904522,9021538,-882984
Dutchess Community College,Poughkeepsie,NY,12601-1595,41.724245,-73.904652,14307209,12566162,-1741047
Belanger School of Nursing,Schenectady,NY,12304,42.802979,-73.915884,187300,159834,-27466
Elmira College,Elmira,NY,14901,42.0961,-76.813459,32300051,26492105,-5807946
Erie Community College,Buffalo,NY,14203-2698,42.881771,-78.872679,4124340,3973652,-150688
Fashion Institute of Technology,New York,NY,10001-5992,40.74731,-73.994781,51212594,48241281,-2971313
Finger Lakes Community College,Canandaigua,NY,14424-8395,42.867556,-77.241801,2317024,2150957,-166067
Fordham University,Bronx,NY,10458,40.859354,-73.882705,1000216000,972446000,-27770000
Fulton-Montgomery Community College,Johnstown,NY,12095-3790,42.983805,-74.297492,3929373,3525866,-403507
Genesee Community College,Batavia,NY,14020-9704,43.017016,-78.138079,7002029,5739032,-1262997
Hamilton College,Clinton,NY,13323,43.050245,-75.408195,1411536000,1275562000,-135974000
Hartwick College,Oneonta,NY,13820-4020,42.457599,-75.071994,77345328,65102362,-12242966
Helene Fuld College of Nursing,New York,NY,10035-2737,40.802495,-73.943356,4901003,4890321,-10682
Herkimer County Community College,Herkimer,NY,13350-1598,43.032738,-75.007206,1390376,1197509,-192867
Hilbert College,Hamburg,NY,14075-1597,42.75464,-78.820257,7987085,5918729,-2068356
Hobart William Smith Colleges,Geneva,NY,14456,42.858131,-76.985516,286334110,237195395,-49138715
Hofstra University,Hempstead,NY,11549,40.715959,-73.60078,894326321,749761574,-144564747
Houghton University,Houghton,NY,14744,42.426137,-78.155426,78527351,69865076,-8662275
Hudson Valley Community College,Troy,NY,12180,42.696509,-73.683734,8909115,8950201,41086
Iona University,New Rochelle,NY,10801-1890,40.925725,-73.788046,206331000,192517000,-13814000
Ithaca College,Ithaca,NY,14850-7002,42.422154,-76.494136,425199038,356782996,-68416042
Jefferson Community College,Watertown,NY,13601-1897,43.992827,-75.935051,8381179,7489668,-891511
Jewish Theological Seminary of America,New York,NY,10027-4649,40.811892,-73.960582,176833402,146103728,-30729674
The Juilliard School,New York,NY,10023-6588,40.773725,-73.982913,1382294774,1327371408,-54923366
Keuka College,Keuka Park,NY,14478,42.615253,-77.090562,18802458,16694095,-2108363
Le Moyne College,Syracuse,NY,13214-1301,43.049192,-76.090435,246132668,244805166,-1327502
Long Island University,Brookville,NY,11548-1327,40.820714,-73.593678,366781600,366591797,-189803
Manhattan College,Riverdale,NY,10471-4098,40.889756,-73.901893,148203095,138691965,-9511130
Manhattan School of Music,New York,NY,10027,40.812312,-73.961334,35525795,33795655,-1730140
Manhattanville College,Purchase,NY,10577,41.032187,-73.715645,31575800,27182235,-4393565
Maria College of Albany,Albany,NY,12208,42.657789,-73.806287,1464626,1341193,-123433
Marist College,Poughkeepsie,NY,12601,41.720937,-73.935484,416682438,378024822,-38657616
Marymount Manhattan College,New York,NY,10021-4597,40.768787,-73.959767,30927734,25621196,-5306538
Medaille University,Buffalo,NY,14214-2695,42.92856,-78.855941,2323787,2095463,-228324
Mercy College,Dobbs Ferry,NY,10522,41.021626,-73.874447,321745463,295698647,-26046816
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,11218,40.6382,-73.969395,1465591,1417778,-47813
Molloy College,Rockville Centre,NY,11571-5002,40.685941,-73.626183,52552443,44564248,-7988195
Monroe Community College,Rochester,NY,14623,43.101036,-77.610136,18246457,17654826,-591631
Mount Saint Mary College,Newburgh,NY,12550,41.513872,-74.012655,8284817,9278607,993790
College of Mount Saint Vincent,Bronx,NY,10471-1093,40.913657,-73.908887,46613086,41453806,-5159280
Icahn School of Medicine at Mount Sinai,New York,NY,10029-6574,40.790359,-73.952414,885465000,1000155000,114690000
Nazareth College,Rochester,NY,14618-3790,43.101576,-77.518579,86017483,77919182,-8098301
The New School,New York,NY,10011,40.735508,-73.997114,482181000,421189000,-60992000
Northeast College of Health Sciences,Seneca Falls,NY,13148-0800,42.91173,-76.756232,77050661,62831833,-14218828
New York Law School,New York,NY,10013-2921,40.717998,-74.006969,33724627,39249222,5524595
New York Medical College,Valhalla,NY,10595,41.085031,-73.810042,79642070,68154737,-11487333
New York Theological Seminary,New York,NY,10115-0083,40.810869,-73.963793,1115126,1101487,-13639
New York University,New York,NY,10012-1091,40.729452,-73.997264,5721040410,5235504164,-485536246
Niagara County Community College,Sanborn,NY,14132,43.147701,-78.87579,6595245,5396975,-1198270
Niagara University,Niagara University,NY,14109,43.137279,-79.036689,115515668,111005328,-4510340
New York College of Podiatric Medicine,New York,NY,10035-1940,40.805037,-73.940496,1157005,508774,-648231
New York Institute of Technology,Old Westbury,NY,11568-8000,40.812447,-73.6078,100902836,78240785,-22662051
New York School of Interior Design,New York,NY,10021,40.768615,-73.962404,8336344,8477288,140944
Alliance University,New York,NY,10004,40.705798,-74.015605,3736796,622193,-3114603
Onondaga Community College,Syracuse,NY,13215-4585,43.006329,-76.197878,13118783,12762391,-356392
Pace University,New York,NY,10038-1598,40.711014,-74.004719,250615147,210436818,-40178329
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970-0265,44.433965,-74.252675,38482459,34848262,-3634197
Davis College,Pottersville,NY,12860,42.10601,-75.967044,1587758,1352654,-235104
Pratt Institute-Main,Brooklyn,NY,11205,40.691297,-73.96431,276660449,232451168,-44209281
Rabbinical Seminary of America,Flushing,NY,11367,40.72308,-73.817161,274950,274951,1
Rensselaer Polytechnic Institute,Troy,NY,12180-3590,42.729978,-73.676646,1065591000,860841000,-204750000
Roberts Wesleyan University,Rochester,NY,14624,43.125755,-77.798498,35702803,32847246,-2855557
Rochester Institute of Technology,Rochester,NY,14623-5603,43.084188,-77.67386,1302873000,1256781000,-46092000
University of Rochester,Rochester,NY,14627-0011,43.126397,-77.631202,3194900000,2739187000,-455713000
The Rockefeller University,New York,NY,10065-6399,40.762489,-73.955198,2989769695,2768522318,-221247377
Russell Sage College,Troy,NY,12180,42.72822,-73.693711,47498336,42315628,-5182708
St Bernard's School of Theology and Ministry,Rochester,NY,14618,43.102185,-77.526326,3722897,3474354,-248543
St Bonaventure University,Saint Bonaventure,NY,14778-9800,42.080191,-78.481107,91483905,83404123,-8079782
St. Francis College,Brooklyn,NY,11201,40.690233,-73.986559,50161984,44491053,-5670931
St. Joseph's College of Nursing,Syracuse,NY,13203,43.055355,-76.148355,4618,4295,-323
St Lawrence University,Canton,NY,13617,44.589879,-75.161343,405077133,352923378,-52153755
The College of Saint Rose,Albany,NY,12203-1490,42.664297,-73.786661,44047118,40115923,-3931195
St. Thomas Aquinas College,Sparkill,NY,10976-1050,41.041576,-73.936799,64534134,52452909,-12081225
Sarah Lawrence College,Bronxville,NY,10708,40.9355,-73.843727,140223345,140514473,291128
Siena College,Loudonville,NY,12211-1462,42.717602,-73.7526,177934440,175379020,-2555420
Skidmore College,Saratoga Springs,NY,12866,43.097035,-73.785335,494837000,454900000,-39937000
St. Joseph's University-New York,Brooklyn,NY,11205-3688,40.690418,-73.967664,67611000,57336000,-10275000
Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,10707-1699,40.969393,-73.824358,14513129,13189939,-1323190
St. John Fisher University,Rochester,NY,14618-3597,43.116259,-77.513056,134558011,132548768,-2009243
St. John's University-New York,Queens,NY,11439,40.722523,-73.796104,937687000,868932000,-68755000
Sullivan County Community College,Loch Sheldrake,NY,12759-5151,41.7641,-74.667769,1419821,620061,-799760
SUNY College of Technology at Alfred,Alfred,NY,14802,42.255262,-77.794632,7833094,7414962,-418132
SUNY College of Technology at Canton,Canton,NY,13617-1098,44.604096,-75.182906,17137635,14969511,-2168124
SUNY College of Technology at Delhi,Delhi,NY,13753-1100,42.269859,-74.924612,8867433,7922088,-945345
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,42.672534,-74.498258,11377592,10586312,-791280
Farmingdale State College,Farmingdale,NY,11735-1021,40.754224,-73.42832,4386391,4867115,480724
SUNY Morrisville,Morrisville,NY,13408,42.893962,-75.640583,3346466,3135487,-210979
SUNY at Albany,Albany,NY,12222,42.685489,-73.824662,102701928,100856595,-1845333
Binghamton University,Vestal,NY,13850-6000,42.087868,-75.966889,145497009,134838046,-10658963
University at Buffalo,Buffalo,NY,14260-1660,43.000942,-78.789458,1020052659,907867833,-112184826
Stony Brook University,Stony Brook,NY,11794-0701,40.91476,-73.12046,366699386,370323490,3624104
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,43.034765,-76.138724,43093956,40351501,-2742455
SUNY Polytechnic Institute,Utica,NY,13502,43.137701,-75.229841,7419456,7437760,18304
SUNY Brockport,Brockport,NY,14420-2919,43.211926,-77.947188,23226805,21853048,-1373757
SUNY Buffalo State University,Buffalo,NY,14222,42.933832,-78.882125,77387939,78027775,639836
SUNY Cortland,Cortland,NY,13045-0900,42.598022,-76.188655,53410980,47688409,-5722571
SUNY at Fredonia,Fredonia,NY,14063-1136,42.452236,-79.337375,44750877,50916889,6166012
SUNY College at Geneseo,Geneseo,NY,14454-1465,42.796645,-77.821894,38419551,33700961,-4718590
State University of New York at New Paltz,New Paltz,NY,12561-2443,41.740936,-74.082188,35565992,30059599,-5506393
SUNY Oneonta,Oneonta,NY,13820-4015,42.468861,-75.063632,75888995,66608098,-9280897
State University of New York at Oswego,Oswego,NY,13126,43.454287,-76.540798,54650225,52267406,-2382819
SUNY College at Potsdam,Potsdam,NY,13676-2294,44.662148,-74.973815,48509752,41226819,-7282933
SUNY at Purchase College,Purchase,NY,10577-1400,41.047223,-73.701955,90209904,77354169,-12855735
SUNY College of Optometry,New York,NY,10036-8003,40.754465,-73.982236,6048082,5271739,-776343
SUNY College at Old Westbury,Old Westbury,NY,11568-0210,40.799021,-73.571907,273054,291008,17954
SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,44.69293,-73.466536,28743057,25521413,-3221644
SUNY Downstate Health Sciences University,Brooklyn,NY,11203-2098,40.653855,-73.945535,26128517,32951564,6823047
Empire State University,Saratoga Springs,NY,12866-4391,43.077283,-73.782484,25927855,21985717,-3942138
SUNY Maritime College,Throggs Neck,NY,10465-4198,40.807217,-73.795309,9726666,9151491,-575175
Upstate Medical University,Syracuse,NY,13210,43.041819,-76.140009,109632744,122915789,13283045
Syracuse University,Syracuse,NY,13244,43.036644,-76.133989,1814019946,1759954440,-54065506
Teachers College at Columbia University,New York,NY,10027,40.810216,-73.960194,508660230,447983986,-60676244
Tompkins Cortland Community College,Dryden,NY,13053-0139,42.502006,-76.287586,21222388,18748142,-2474246
Touro University,New York,NY,10036,40.757267,-73.980813,44535000,39297000,-5238000
Trocaire College,Buffalo,NY,14220-2094,42.846693,-78.812398,33220674,32851364,-369310
Excelsior University,Albany,NY,12203-5159,42.705487,-73.862981,37961691,28337992,-9623699
Ulster County Community College,Stone Ridge,NY,12484,41.851218,-74.128698,7688630,6633591,-1055039
Union College,Schenectady,NY,12308-2311,42.818097,-73.928788,598700000,501800000,-96900000
Union Theological Seminary in the City of New York,New York,NY,10027-5792,40.811823,-73.961549,126637635,96483371,-30154264
United States Military Academy,West  Point,NY,10996,41.388988,-73.956772,30551557,25304864,-5246693
Utica University,Utica,NY,13502-4892,43.096213,-75.272916,36600490,35470959,-1129531
Vassar College,Poughkeepsie,NY,12604,41.686895,-73.895088,1378988146,1196336464,-182651682
Villa Maria College,Buffalo,NY,14225-3999,42.91223,-78.796823,2252575,1899768,-352807
Wagner College,Staten Island,NY,10301-4495,40.615588,-74.092913,111707870,96515341,-15192529
Webb Institute,Glen Cove,NY,11542-1398,40.884444,-73.644909,80586917,66531950,-14054967
Wells College,Aurora,NY,13026-0500,42.742943,-76.696028,33185965,28778328,-4407637
Yeshivath Shaar Hatorah,Kew Gardens,NY,11418,40.704048,-73.835009,57617,74000,16383
Yeshiva University,New York,NY,10033-3299,40.850605,-73.929873,581211000,518348000,-62863000
Yeshivath Viznitz,Monsey,NY,10952,41.114682,-74.070243,146,147,1
College of the Albemarle,Elizabeth City,NC,27906-2327,36.324885,-76.219765,6461907,5824254,-637653
South Piedmont Community College,Polkton,NC,28135,35.000312,-80.211087,3072839,2743120,-329719
